cotacaoCompra;cotacaoVenda;dataHoraCotacao
5.1620,5.1626,04-01-2021
5.3263,5.3269,05-01-2021
5.3176,5.3182,06-01-2021
5.3427,5.3433,07-01-2021
5.3677,5.3683,08-01-2021
5.4960,5.4966,11-01-2021
5.4631,5.4637,12-01-2021
5.3064,5.3070,13-01-2021
5.2611,5.2617,14-01-2021
5.2708,5.2714,15-01-2021
5.2782,5.2788,18-01-2021
5.2939,5.2945,19-01-2021
5.3027,5.3033,20-01-2021
5.3160,5.3166,21-01-2021
5.4295,5.4301,22-01-2021
5.5074,5.5089,25-01-2021
5.3859,5.3865,26-01-2021
5.3818,5.3824,27-01-2021
5.4276,5.4282,28-01-2021
5.4753,5.4759,29-01-2021
5.4602,5.4608,01-02-2021
5.3869,5.3875,02-02-2021
5.3417,5.3423,03-02-2021
5.3904,5.3910,04-02-2021
5.3878,5.3884,05-02-2021
5.3664,5.3670,08-02-2021
5.4210,5.4216,09-02-2021
5.4018,5.4024,10-02-2021
5.3620,5.3626,11-02-2021
5.3809,5.3815,12-02-2021
5.4132,5.4138,17-02-2021
5.4232,5.4238,18-02-2021
5.3918,5.3924,19-02-2021
5.5038,5.5044,22-02-2021
5.4484,5.4490,23-02-2021
5.4176,5.4182,24-02-2021
5.4594,5.4600,25-02-2021
5.5296,5.5302,26-02-2021
5.5826,5.5832,01-03-2021
5.6838,5.6844,02-03-2021
5.7336,5.7342,03-03-2021
5.6002,5.6008,04-03-2021
5.6864,5.6870,05-03-2021
5.7337,5.7343,08-03-2021
5.8391,5.8397,09-03-2021
5.7443,5.7449,10-03-2021
5.5884,5.5890,11-03-2021
5.5634,5.5640,12-03-2021
5.6290,5.6296,15-03-2021
5.5845,5.5851,16-03-2021
5.6573,5.6579,17-03-2021
5.5468,5.5474,18-03-2021
5.5076,5.5082,19-03-2021
5.5263,5.5269,22-03-2021
5.4945,5.4951,23-03-2021
5.5324,5.5330,24-03-2021
5.6579,5.6585,25-03-2021
5.7036,5.7042,26-03-2021
5.7919,5.7925,29-03-2021
5.7636,5.7642,30-03-2021
5.6967,5.6973,31-03-2021
5.6843,5.6849,01-04-2021
5.6573,5.6579,05-04-2021
5.6257,5.6263,06-04-2021
5.5858,5.5864,07-04-2021
5.5811,5.5817,08-04-2021
5.6439,5.6445,09-04-2021
5.6576,5.6582,12-04-2021
5.7058,5.7064,13-04-2021
5.6930,5.6936,14-04-2021
5.6228,5.6234,15-04-2021
5.6322,5.6328,16-04-2021
5.5744,5.5750,19-04-2021
5.5260,5.5266,20-04-2021
5.4964,5.4970,22-04-2021
5.4781,5.4787,23-04-2021
5.4560,5.4566,26-04-2021
5.4418,5.4424,27-04-2021
5.3999,5.4005,28-04-2021
5.3656,5.3662,29-04-2021
5.4030,5.4036,30-04-2021
5.4081,5.4087,03-05-2021
5.4499,5.4505,04-05-2021
5.3866,5.3872,05-05-2021
5.2891,5.2897,06-05-2021
5.2211,5.2217,07-05-2021
5.2221,5.2227,10-05-2021
5.2397,5.2403,11-05-2021
5.2347,5.2353,12-05-2021
5.2809,5.2815,13-05-2021
5.2695,5.2701,14-05-2021
5.2749,5.2755,17-05-2021
5.2582,5.2588,18-05-2021
5.2816,5.2822,19-05-2021
5.2899,5.2905,20-05-2021
5.3021,5.3027,21-05-2021
5.3192,5.3198,24-05-2021
5.3137,5.3143,25-05-2021
5.3158,5.3164,26-05-2021
5.2833,5.2840,27-05-2021
5.2274,5.2281,28-05-2021
5.2316,5.2322,31-05-2021
5.1630,5.1636,01-06-2021
5.1140,5.1147,02-06-2021
5.0661,5.0666,04-06-2021
5.0492,5.0498,07-06-2021
5.0483,5.0489,08-06-2021
5.0527,5.0533,09-06-2021
5.0629,5.0635,10-06-2021
5.1184,5.1190,11-06-2021
5.0701,5.0707,14-06-2021
5.0868,5.0874,15-06-2021
5.0201,5.0207,16-06-2021
5.0353,5.0359,17-06-2021
5.0308,5.0314,18-06-2021
5.0367,5.0373,21-06-2021
5.0172,5.0178,22-06-2021
4.9513,4.9519,23-06-2021
4.9271,4.9277,24-06-2021
4.9200,4.9206,25-06-2021
4.9414,4.9420,28-06-2021
