cotacaoCompra;cotacaoVenda;dataHoraCotacao
4.9444,4.9450,29-06-2021
5.0016,5.0022,30-06-2021
5.0049,5.0055,01-07-2021
5.0287,5.0293,02-07-2021
5.0743,5.0749,05-07-2021
5.1639,5.1645,06-07-2021
5.2322,5.2328,07-07-2021
5.2581,5.2587,08-07-2021
5.2370,5.2393,09-07-2021
5.2233,5.2239,12-07-2021
5.1764,5.1770,13-07-2021
5.0874,5.0880,14-07-2021
5.0994,5.1000,15-07-2021
5.0935,5.0941,16-07-2021
5.1972,5.1978,19-07-2021
5.2459,5.2465,20-07-2021
5.2510,5.2516,21-07-2021
5.1972,5.1978,22-07-2021
5.1695,5.1701,23-07-2021
5.1857,5.1863,26-07-2021
5.1663,5.1669,27-07-2021
5.1521,5.1527,28-07-2021
5.0676,5.0682,29-07-2021
5.1210,5.1216,30-07-2021
5.1373,5.1379,02-08-2021
5.2458,5.2464,03-08-2021
5.2085,5.2091,04-08-2021
5.1459,5.1464,05-08-2021
5.2404,5.2410,06-08-2021
5.2768,5.2774,09-08-2021
5.2211,5.2217,10-08-2021
5.2007,5.2013,11-08-2021
5.2345,5.2351,12-08-2021
5.2468,5.2474,13-08-2021
5.2489,5.2495,16-08-2021
5.2579,5.2585,17-08-2021
5.3019,5.3025,18-08-2021
5.4174,5.4180,19-08-2021
5.4268,5.4274,20-08-2021
5.3680,5.3686,23-08-2021
5.3011,5.3017,24-08-2021
5.2459,5.2465,25-08-2021
5.2423,5.2429,26-08-2021
5.2194,5.2200,27-08-2021
5.1946,5.1952,30-08-2021
5.1427,5.1433,31-08-2021
5.1570,5.1576,01-09-2021
5.1729,5.1735,02-09-2021
5.1679,5.1685,03-09-2021
5.1767,5.1773,06-09-2021
5.2518,5.2524,08-09-2021
5.2819,5.2825,09-09-2021
5.2152,5.2158,10-09-2021
5.2184,5.2190,13-09-2021
5.2254,5.2260,14-09-2021
5.2570,5.2576,15-09-2021
5.2588,5.2594,16-09-2021
5.3097,5.3103,17-09-2021
5.3326,5.3332,20-09-2021
5.3038,5.3044,21-09-2021
5.2777,5.2783,22-09-2021
5.2885,5.2891,23-09-2021
5.3429,5.3435,24-09-2021
5.3472,5.3478,27-09-2021
5.4200,5.4206,28-09-2021
5.4167,5.4173,29-09-2021
5.4388,5.4394,30-09-2021
5.3905,5.3911,01-10-2021
5.4198,5.4204,04-10-2021
5.4605,5.4611,05-10-2021
5.5091,5.5097,06-10-2021
5.5134,5.5140,07-10-2021
5.5078,5.5084,08-10-2021
5.5155,5.5161,11-10-2021
5.5464,5.5471,13-10-2021
5.4982,5.4988,14-10-2021
5.4504,5.4510,15-10-2021
5.5187,5.5193,18-10-2021
5.5515,5.5521,19-10-2021
5.5565,5.5571,20-10-2021
5.6417,5.6423,21-10-2021
5.7111,5.7117,22-10-2021
5.5967,5.5973,25-10-2021
5.5794,5.5800,26-10-2021
5.5661,5.5667,27-10-2021
5.6118,5.6124,28-10-2021
5.6424,5.6430,29-10-2021
5.6688,5.6694,01-11-2021
5.6666,5.6672,03-11-2021
5.5936,5.5942,04-11-2021
5.5449,5.5455,05-11-2021
5.5621,5.5627,08-11-2021
5.4951,5.4957,09-11-2021
5.4584,5.4590,10-11-2021
5.4165,5.4171,11-11-2021
5.4193,5.4199,12-11-2021
5.4766,5.4772,16-11-2021
5.4987,5.4993,17-11-2021
5.5464,5.5470,18-11-2021
5.5578,5.5584,19-11-2021
5.5835,5.5841,22-11-2021
5.6450,5.6456,23-11-2021
5.6021,5.6027,24-11-2021
5.5734,5.5740,25-11-2021
5.5859,5.5865,26-11-2021
5.6112,5.6118,29-11-2021
5.6193,5.6199,30-11-2021
5.6162,5.6168,01-12-2021
5.6339,5.6345,02-12-2021
5.6426,5.6432,03-12-2021
5.6871,5.6877,06-12-2021
5.6405,5.6411,07-12-2021
5.5773,5.5779,08-12-2021
5.5558,5.5564,09-12-2021
5.5925,5.5931,10-12-2021
5.6351,5.6357,13-12-2021
5.6455,5.6461,14-12-2021
5.7121,5.7127,15-12-2021
5.6957,5.6963,16-12-2021
5.6953,5.6959,17-12-2021
5.7049,5.7055,20-12-2021
5.7367,5.7372,21-12-2021
5.7195,5.7201,22-12-2021
5.6904,5.6910,23-12-2021
5.6541,5.6591,24-12-2021
5.6644,5.6650,27-12-2021
5.6432,5.6438,28-12-2021
5.6613,5.6619,29-12-2021
5.5799,5.5805,30-12-2021
5.5799,5.5805,31-12-2021
